reviewid,review
RHI3BSTRUG006,Useful product
R3JY7DEIB727Q4,So far so good
RERB22NNP18BZ,Good product.
RE6LIDZ65EW5G,good quality product and create ultra fine mist.
R1YO7O7DO2O5U6,Can be a Great Product
R1A6I4INOCGWBG,Super
R1ARO6W0N7HC7F,Works as described though difficult to refill water
R1VGL0ZOWEIDPZ,good one
R22OSYPO6IBZ8O,Amazing
R2DHTJGY77MOP0,Amazing! Value for money!
R36IXNHZC037AW,Very easy to use
R3GPHUMRV75VWK,2 in 1
R2DO6A5Z7D5XSI,Good product
R15XQF7WAO4JPS,Easy to clean
R2I9R8AJ9WCXXC,Good product to buy and use
R1Q6IO5RWUTRT8,Easy to operate that is simple process
RF5Y8BO9PDVBD,Worth
R380FB13JOT72K,A good heater for tiny spaces
R2RNY0K3PT2PAU,Good purchase
R2KEZ6LFKH1BOT,Best room heater in budget especially power saving
RJ1FQK256DKD5,Handle to carry & a bit high stand would have been better additions to the product.
R3TXMZ9OL1L7MI,Nice little room heater.
RI4DLEXTUDQ8,Metal body with carbon heating element
R2SR5699KY8T7X,Needs some care to handle when carry and use
RY24YLHPCI7XM,good
R131UUX5RGGPM6,Helpful for my mother
R1QT715X5TOYH0,Do Not Buy this product
R3GOHZPUGY57VL,Very cute solid and comfortable
R2X5IYZIUB4MVE,Very efficient
R964KPPOLNHFJ,Not operational product dispatched Also u cant cancel the order
R2X77NBYOU06B5,received replacement working ok
RDRCHM3EVHLZP,Bottom bowl is low quality plastic & not as per in the picture
R1QKKV15C79IXH,Overall good product
R1Q8U0KHBE4RAJ,Good product st this price
R3M5X5REVHJUFI,Good Product
R2G64QBZXNF1G2,Good product
R7HQDX5RMXVNS,Awesome product
R3J3KGQAFR06WR,Pipe is not there it's mentioned that pipe is with this order
RXZ2UHPZ7431G,Easy to install
R1OF1W4L7V2MFV,best price.
R37WO2GKN6E3Q9,Good
R2KKTKM4M9RDVJ,Decent product
R1O692MZOBTE79,doesn't pick up sand
R2WRSEWL56SOS4,Ok ok
R3VZRQJOKCBSH4,Must Buy
R2QI4626ASSCIT,Good one for basic use with normal suction power
R1TFFJ5ON6ATEO,Super
R14JK9VQCXXEKU,First review
R1V4J4B7RXHG8T,Perfect product for my car
RXPUKJKEHY256,Only for grill sandwich use cord length is too shorthort
R1DXJ48GMFWOZD,Decent product
R24RXWIR7PL4IW,has some old flaws
R12KBR8IKSS7J2,Good
R1MJZTN0DNDU71,Every home should have this
RMUCAZHGYK1RB,Weak body material
R2KJM0QA35OC7I,but overall good product
R1UYOQA2722J9E,Good one with a small issue.
R2H4C76KXFUF5N,Good product
R2X2MGZJI8JOV5,Value for money
R2PHMY74SQMCM4,Auto cut is not working properly and fan continues even after auto cut...
R2EOV466KP2TSZ,Room heater
R3HO5I93IRXGK4,Worth of money
R1IKS35P0F8TAJ,Budget friendly
R3GCXN4RSB3T4Z,Best room heater
R3GM1KFHUQJ886,Not satisfied with the product
R1QHY0304RCZS6,Worth Buying
RV3GIBR7FUXWH,Very good
R3M83QIXOQMO9J,Good and sturdy room heater with compact design.
R227LWX8C4MTYQ,Inalsa Hotty Heater
R1B938V5HN71BQ,Good for winter
R2K9QFBTB6FYEF,Don't buy it go for Amazon brand
R2K0ND1WP31RYH,Package
R35YG940TYIGK5,Decent
R2PDTLV982BZ70,product good but service bad unexpected
R2DG09GG88T9WZ,Its good
R2FI87586PEKJ8,Very nice product
R3BT931YPQDPLF,Efficient Product
R2609G1V725LV1,Nice
R29G2BHEEMZ8TK,Very good and useful product as expected before buy.
R12M631S82DWX9,Handle length is too good you can use whole dram
R3HBBWJEZQNBH4,Very fast heating
R2P85TVQQPR3XX,Nice Product
R3IGUN8ESO1GE5,Three options (toaster/grill/waffle maker) are neatly packed into this readily usable device.
RAO29VFIR7Y20,Product arrived in under 24 hrs...yet to test it
R21E4GVF798QBC,Good Quality
R2600ZN2HS1KVZ,Very nice
R44ZNSYWMMKWH,Don't know why I waited so long to get this!
R5E0YEMP9TLPD,Value for money
R11PAFU64U5LGV,Good quality
RPH459PHQQOP4,Great value
R17ZRY0K8T3ZVJ,Very Nice product
R1UCB8TXKZ7JE0,Very good product at reasonable price
R1YM20O66MTQUR,Nice Product. Cost efficient
R1R7T8TNV9C1DX,Value for money
R3OCX18B6XDQ39,good product for the price
RRIN800K9UFKC,very powerfull motor best product i like it
R8EDW68GK5IJK,Good product
RGB7OLWZEBW2D,Portable but not much powerful
R35V1I6KBBWDA1,not so good. power back up is very poor.its more like a toy for my 9 years old girl.
R2S9K0UTNSD0L6,500 rs ok
R3RC91ZJN8FXRE,Don't be fooled by ratings
RHM5Q098AI06R,not a good product
R2QOHI14M69TVA,Not recommended
R2PQH5L3O1O0F4,Worst Battery
R3TYY0655P2RMO,no use
R4F2HUXYO2V7U,Good Fan for this Price
R26UCI4JLBHQQA,Good fan with high speed
RQH9Q1TBCSHWW,A decent product for the price.
RLNUKMIVTZF3D,Good
R3L9VSEBHFY0CO,Good in price
R3RD12MBAHBOGJ,Very happy with Amazon
R3JX5CDKU775U,Good
R1UOXH0VDEH21G,Good
R3MKON00OQCF7T,Best mixer juicer
RACP11DCWDX8H,Nice
R2AFW2I68NL7DV,Best product in this price
R2Z8JARJBUORLB,Good Product
R12IW90EHDETBO,can buy it.
R23PRYLHN54BOF,Very easy to handle and very sturdy mixer
R3NY4R1RGDRP6I,Realy great product... Noone providing such heavy motor.
R2EKZLAZBSNIGH,Good product
R410I44U1ORFS,service is excellent
R2EL6RDO42L8HA,installation guy is very professional
R2LMSC4S998NYI,I liked the service
R2RVMZV1I42LGA,Amazing
ROS3I3HXBLAYE,Value for money
R2V70PAEVT1EYU,Nice product
R1GYY0PDUBZVOK,Water is clean and tasty also. Its cleans very well
R2180U6SP2A0B1,Good. Happy with the installation
R3NLWGZTKSITSC,Okay to use
R1NCNL2F8KAM4L,Good value for a well finished product - recommended
R32I8HG9OTUY0V,Do not buy this product
R1Y6YHN4M285CN,Better than expected.
RIR2EVLB3KG1Q,Best carafe from amazon
R2KUZ1CLHNTJAY,Build quality is not that great
R27RDEPJ1W7VOQ,Replacement parts not available or sold for twice as much as the value of the entire product
RQWPQXKORWT5I,Good product
R1KQ8JLFP0TG78,no
R1NBW7YR79U41D,Good and reliable product
R3J7GSQFAQVB31,Overall very fine Quality
RBQNYREQ6R6XW,Useful product helped my family a lot in winter
RSL0KWN4H04GJ,Operating switch is too hard for aged person
R2NZ0UNFFXKZUB,Sabse badhiya
R23D039HGB5VNX,Good product
R12EIACNZU7VVH,Good product at this price
RRZOYTJL6LAHO,It's working perfect
R3L2TDS1XKX1T7,Excellent piece
R2RGIFD5MNW5ES,Value for money
RWMH1CZ8YZVA1,Very good product
R4ES2CY3SDLGW,Good product
R1Z3JXTI330QGA,Good Quality
RVC3N6LRSJBX6,Late delivery 12 days
RAA5Z4UFLIC05,Totally money West
R2REMFEEN6UKBC,It's good
R29TQDV31QHMAP,Happy to purchase
RSC1YPIBXFW9B,Product is really good.
R3M0C49RRYPXKN,It was excellent
R1P7N12X78US49,Very Good Product
R17PHQ7LHY70GL,Heater
R1E8B0LMBUZ21K,The final finish product is not elegant.
R3ORPP4CPI5V9S,Nice product
R2M6DE07UL43TF,Ok
R37BE8EXG1TX8H,The lid could be more sturdier. Very thin plastic.
R31M0VY9OTJB9I,Not very good
R2ZQ1L37VEHS9C,Fine
R2BKJHDM07WI0G,Excellent product
R357SWC6WSG1AM,Quality
R2H4OG72VGEPXR,Very good quality product
R1SWHPJDUW2G3M,Decently priced fan
R2RFQJDQF5BT8,Power saving fan low super qwality
RPGTYXQGC3TXI,Nice one
R3TFGARGJENEPY,go for it
ROG4D0YGDQMH,Fan rod was missing
R3HAW9CAE08DZ5,Overall good fan at this price
R1LA2HMRSTZGUS,Good
R2NOWT8O685BUW,Love it .. nice product
RWSKUEMV0AS0P,It is very good
R2YZOJVWTFMYAH,Good product
R17E9QT7OVVJVX,Just go for it
R3KPQIECAK271I,Good product
R2UJ9SFJ6B6U93,Value For Money.
R1670TIBLR378H,Good product easy to use
R14R0I9YVONH86,Pressure is very good but mtr shows 115bar
R1FIR49JO1CT41,Nice Product.
R3TVMEHW7XIWSU,Best in its price range
R20EKADK19NV0G,Best suction power
R3AGXOFMA1Z00Q,Domestic Beast
R97FQ3X9NLEAL,Very good suction power and efficient
R3D45IE6H47RBM,Beast of a Vaccum Cleaner
R1HL2KTGD7AU9J,Good built quality
R39IL0Q9V5M18U,Nice product with good suction power
R7M2JXHO1GESO,Great Product
R2TBG87E7UU7IT,Good
R8OA8PY28PACZ,It's a good product. Go for it.
R3PAX3XE02N0SU,Easy to use
R1A1WNBXQ3ZV8U,Good product
R27MAAIUO0M5EU,but quality is ok ok
R2EI5EUGGANOP4,Value for money
RAGDDQU7ERLG3,Gave new life to my old clothes-magical
R1091DNAFCQ1ML,I could not believe that this product is so good
R2FHIBV8JE4CTB,Loved it
R315K0BCU0KVKO,Good product
RD129PA7KQQOR,Good product
R3BTQPGZLTN48E,It's easy to use.
RH0STL2LKD7N5,Fine product
RVNS9SRGUWUT3,Awesome Product
R25CXUY1Y74QGF,Nice product & user friendly
R1SIGI0M0INPVB,Correct size and easy to use.
RTYS2009LXZ0F,Sound is pretty annoying
R3DHH1B1DC2OGH,Best Normal Water Purifier
R26KSH3RBQKGT2,Good product
R214TVL0DAXY0G,Good
R22XPNBA0P52JE,Good
R2JCG39HM3XZKI,Perfect product for a small family..
R30UMY6PRVGYKT,Its a nice mid budget by product.
R398R1U5AOLEWZ,Great product truely satisfied
R2ZPWCXL5SRL4K,Livpure water filter reviews
RZQBPVMZ63GKC,Good product
R3PZ9M9NRLFCBK,overall good product
R2VMQ0VVXS5IEG,works great
R2C46FNV1C79UY,Livepure Water purifier
R3BAG45K66JWS0,Excellent.
R2L5BXFZ44VH08,Amazing product
R1DNIFUE8H5EEW,Superb performance
RUQ8WLFE1FRJ2,Good
R3INJM16FB1HRU,Good product
R2SK87JCLEZXU5,Heating is less
R2ETO1K77ZMSKV,Good and quality product.
R2H68423RYLXB,Excellent product
R1WFAYRPS9QE0I,Very good
R3G4YE2Z67KWF,Easy to use
R10VUNRCJ444H,better in performance
R1STWXMMXCIH5R,Kids toys
R2NMOFESF8XUH0,Value for money
R1ZCZPBQQ9KJK5,good product in this range
R1ENHRHV4PYK80,Can go for this one
R3JYYAE7E8XMB7,Good
R23AXNSZOR242M,Nice
RS4EISO2SVH41,Ok
R19H4V5VDOUHHC,Ok
RN9VBZPCHG67H,Good
RSK3T9GASN96L,Goos product which you can trust
RPWBSG3KWA82A,Good
RWGY8K9HNDNRU,Cost effective
R3L1XUQPJ929C7,Good
R2XKLKC7UXH808,Ok
RM4IBEHSZRD8V,Very good product
RAZEY6CB0C851,Quality
R2T2IQ3NPMSEPC,Not so good
R1RYD1G1L822TU,Good
R3JBMU1NFJ68VJ,Best best from market.
R2WSQQANOVVMW7,Very good iron
R3OIOOP7OOI9B,V Good
RXH86NNRUTTSM,Light weight value for money
R263I1US66YJWE,Really good iron at this price
R1278X0YFW7IYM,Overall good.
R1BD0HURZRIGKV,A perfect balance of price and performance
RKQY8Y6U3Y4BT,Great Suction and above average mopping | Good Buy
R3K3LMO7VBZ15E,Good quality
RIMQ7KGAFAY45,plz add 1 syringe with this kit
R1KDTPUO1RHWGT,Original product
RNJPU360H19UG,Genuine product
RRC1X279O3BYB,very good product
R3TS5E690D6AFF,nice
R3S2E5C2I6JD1P,good product
R1JSM9LLIPIPIE,Good product no issues
R2JQPA2EQ0WL1U,Filter not effective
R3U349CN4O5SC6,The best water purifier
R1J878MPQE23PD,Worth for money
R2R9RFXWTHCR3,Best water purifier
R2X9MHLA6MM34,Sheer waste of money
RHA2MO1Y7A64J,Fits well for kitchen faucet
R19QO4H7S5AZSB,Lousy product
R2GYKQI0LU6PCG,Waste of money
R1OO2ED6615EX1,Bad quality
RR4S5JTJMCPA5,Amazing product..
R2MUOQFFMUBSEX,Good
R2TTPMZXY7I60N,Superb
R3J2S0BEM61SOV,Nice mixer
RNGB4OZTF3NE9,Value for money
RPWGHZZ206ZUQ,Good product
R215KMCB5Y5BKK,His desine
R2XVLVMLVK698V,Nice
R3MMCNIWBVZHMH,Nice
RWIX4QGK0HB47,Nice products
R2U607V82KC6LR,Compact
R34XJ1XQ2W72IB,Items is not good because it's tap is not good for output
R1IGS6R7QZHIL3,Good
R24GH90H9QAC3X,Good Product
R2CGSX3HLMIJZL,Not suitable
R1N6Y6SLVTC950,I liked good product
R2HZOPWZKCIJXD,So nuc
R1B00RU3SHI9Q9,plastic material not good just ok
RHQJ6BFGU8S7I,Good for middle class range
RG5NSLD24104J,Good
R3JPZAMX1OKWEU,Havells fan
RR77HDAK29S5E,Oscillating knob cannot be fitted
RI9OJ89Z7HZ5F,OK toofan
R3T0U6U3J4PDPY,In this price range very good fan
R2FFZ4RWVYRVJO,Good but you have to install the item.No one will come to install the product
RN9FDFWKUWE27,Good Product
R9ERTYK7DPN51,Includes relevant attachments in this price point
R17LPFA7PQVV2Q,2 in 1 is exactly what i needed! (Read the rest for pros and cons)
R1VIJFIRWTTF1F,Value for money
R30ZXKRSMH8MBC,Apt vacuum cleaner for my requirements
R3V395NK0BE964,does the job
R30BJ29AF18U6C,Not so satisfying
R2HZN4EOJBDZU2,if you have other options to not choose it
RUIKGKRD5Y2WM,Running Time is less
RS2SWNB31NQTZ,Not much useful.
R1F2SW4YE5GUXJ,Good one
R1FYDS9NWE2BJN,Not so good
R6QHEB7AVI99H,Useful product but improper blades
RPO0OE319VG3R,Overall good ...but can blend only very very softer fruits
R3O98DZ74AMK81,Worth your Money
R1UHYB97GFXYMT,Worest item
R24VRMVVKTZXZU,Not worth the hype
R2SZR29UV8HPIJ,Gud
R34NPCR94RTTCU,Really useful
REPOE3PIM6ZRN,Product is good but when we press to seal lower part of sealer is get out automatically...
R2RF6XPVSOG2R2,Ok product. Not generating enough heat to pack
RHE4AF3VC0YG,Not up to the mark
RQ8DJGRM0OVUA,Pocket friendly
R2AX7J603OWTJ3,effective and easy to use
R2P5LLM3NUTV98,Very good product
R2T24WJDYF97OT,Good
R1H22LPZ4C01LF,Good
R2Q0K2ZG4X5GOR,Good product
RMKFA51N2GL3C,Not a quality product.
R25ABQM4CM6CPA,good
R1JXDDZO9EMZD4,Not value for money
R1IBNDHUOM6FD6,Great purchase.
R1BRNGXN1P2SNY,Gud product and gud service
R1MLFHXV5FZHKJ,Good product in this range.
R3JDJSYI7QMMXW,Useful
R1SO4U2YQ4QVI7,Good
RNKC5XGEH5NV2,Water taste is good and installation also done on prioritu basis worth for your money
R2FZGTY0F38C1H,Very good purifier in this range
R240P2TKGWDYW0,Satisfactory performance
R2I902T88OZJ4E,Installation charges extra
RNEAQQCZW4BQR,Good health product.
R3QX33JL1X0RQ2,The best dry iron I have owned in last decade!
R190BAYCEPAT8R,Value for money
R1CCAJOU1DMY14,Good
R2KPPV8ZRKYJYF,Bang on budget
R2N5CX7I9OROMB,Bad
RN0DQOQT1HQTW,light weight
R6EYGLUKXGGAH,Good for home use
R2F0IBB2PGO45G,The wire is short
RJFI2R3H927Q,God
RC7IDRI4JEBY7,Rahul Mallah
R32SRTV86GX7PE,Very nice
R280BK653XF5IU,Good
R1TL5WY2M25VGJ,Stopped working after a few days.
R2BSYUX6ABDXCI,Excellent product pls buy
R3IWMYQP9WYGE1,Very useful
R3LK3T3R4O8FU7,It is very good product value for your money go for it and save some money
RGKDXCG824W5,Nice
R32ISLP60XI7WG,Easy ro use for children as well
R3HCQZ8VAQXLAM,Less time more work
R21NKRX5SKSE3,Must buy I would recommend just go for it
R1JCAOH6CT4ZDX,Super fast
RBPCGQGUPOSY,No need to wait for a long time
R23PLPS8OE8OR6,It's a good product
R1YVS42PE19S0D,Nice Gyser
R3DONAXVXXHGDY,Good child I am say
R6PIB7C4JS214,Great product in this budget
R1IUZ4ZBSB7KQ2,Good product
R2LJBGGLXY8MMO,Good
R2LXCMNDSZ18EC,Amazing Machine highly recommend
RTNR1AFNBXK4C,Good product
R14X6K190U5P2,Working Great
R3W8PELKPQYYI,Packaging and look wise it is awesome
R3AV7SRJJGTMF2,Perfect fan
R4A9Q67LKCDN3,Good product
R3AV2JB3F2MMO3,Good looking bit heavy
RI4BBDQRBX3QS,Nice product
R2N9AER7WVBMQU,Good
RHZ7QGZ3QY95Q,Good fan
R36IMPCVTWBT4A,Looks classy
RHK81ZNE4PTND,Good for now
R1APOT5W7NCQ0K,Worth Buying For Daily Cleaning
R2TC26RQAISV2N,Very strong!
R29YF4D5Q0NB7T,Convenient and powerful hand vacuum
RUNNMDT7UQU00,Powerful suction of Product
RU90SRND4C6NC,Good budget buy
R2RM3RN5D9HC4M,Powrrfully loaded for the purpose.
RC89DCR0F7SCA,Handy Vacuum Cleaner
R2KA10FTGOHQYB,The Grill and Toaster is good
REYTAGJ74749P,Ibell
R2K1HT3L3AA6YD,Good product
R2QPRH31E0VIXG,Does what it claims.
RB7KRXWWEVCNK,Good product and valu for money spend
R21JTGL4FLUYFT,I thought Ibell sandwich maker is best brand and I can use use usually easy clean it now easy
RCYHGGNFDK4S3,Good Product
R28YJ8VEV2B2GS,Good product
RU0EQUWAQWSU6,Usable
R2R99SCVYQYHPL,Good
R7O3R0R2OR9EZ,Awesome
R1EO91IQFDEPU8,Satisfied
RMYWUK6J83TM9,Purifier
R3GV3HMKR68771,Beware to buy it from online
R3MB7ZUKQPAQ1C,Very Good Quaility
R1QKEORLV97GNT,Easy to install
R3TCEP7588ZBZ,Serves unlimited hot water instantly
R2I5P8LAU0IX8X,Very good
R19Q8ONLFVVDNG,Go for it
RTAB1NOENZ16O,Instant heating
R2088N9Y90R4IZ,Just go for it.
R3R8TSL66Y6E6F,Best for instant heat water
R29WIAZC4ETAX2,Amazing products
R2J8KC6I69DKED,Instant got water
R38F8NXSXYDTXY,Ok ok product
RVHJAX9LZXL81,Great Tool for Kitchen
R2E2LEW31FG8SL,Easy and handy
RR4N76OXC0SFK,Different frother machine
R3RUZMOBCK3L6O,not as per images
RLT5ZN2J9CR4R,Not good as I thought.
RE3SOUOHD3XN5,powerful
R1A4SOUGDN8TRQ,So glad that I bought this!
R1OMQV5UFU8OAK,Good
R1ZKAUAWGCN68M,Adequate and efficient are the most apt words.
R372LY89QNU1WS,Good product
RSZSH0XP6FHXL,Single rice bowl
R1QBFW8U0VSW9,Good
RCX3IHOVKD69A,Gift of god
R3PESF4URSOFRC,Nice
R15SV1BX6S6PS9,Looks elegant
RKV8CMWS5JH6D,It's okay
R1QIQ59JU5UE4V,A must have for coffee lovers
R2L12WCBQ4OCVC,Perfect product for making a perfect cup of coffee.
R1UF72K40NHBF1,Stopped working after minimal usage
R9J5VXGXQDEI5,Great Product
RDU15S26VUSDV,Amazing!
R3JYUNYTYNOS5E,Awsome
R281VFJGSFWPSV,Good
R28OJFR9T45794,Useful Product
R1Q7JAGLTGSLIR,Good product
R17RCVE0E6A6XA,Good
R280FE6OS8V8I4,Most cutest color travel iron
RMC53XMIQL6LY,Good quality product.
R1TL181OM5ZWSJ,Great quality garment steamer
RL6IWO0F5BP3F,Superb
R2VCXQVEFYZWR8,Superb supportive good for garment!
R2F6HAXHI2E0QM,Ok product 900/ma bast product A little family product Not resturant not hotel
R3ARFHUPI2UTDN,Heard to relief but nice
R2NFBRLIKTBYX6,Value for money
R1NQQIZHCDSRL8,Discount is good
RU6YHY3TNNV6U,Good product for non continuous work
R2F0F9H707NNWH,Good product
R32GR67TTDTEH,6
RMA358YLCTHG2,Best product
R31WQ6LSRGW2ZR,In this price worth to go for
R38HZUI1W51JF2,First Impression: Looks elegant and sturdy with classy design.
R3ORITJ44RSH6F,Quality product
R19ZBL4YHKSF9E,Good
R3H95PXGDM3OFT,Best purchase
R2OAZG856SPCH0,Value for money. Easy to use.
R23KHIP7PE2TA4,It splashes everywhere and not much power
RXHZQKEGCUAY8,best of price in Amazon basic. hand blender in other company blenders
R3R9NQXE7ERW69,Better than I expected!
R31DY4L4738GNN,Good
R3347MGIFGCWJS,Good product
R263YLUZGHS5XD,Great durability and original products
R1ETYQQ9DO5CT3,Very Nice !
R2D2D3D80JZBY3,Good product
RB0Q5W9URO8ZE,Good
R3SYQPLCIXHS1E,Good product
RVV3VEBYM65XS,nice
R25CPGMH2YOEGC,Lint removed instantly and effortlessly
RL1N0IR94UURO,Amazing product...worth the money
RJDDXBOXLND1S,Best purchase till date
R1RIAS936O3KJB,Good
R2HJLACK6M123R,Works as expected
R37WC2OOJ7EH00,Good quality
R552K8E1PGVSB,Must have product for Winter clothes
R243ZL6I5OCPFC,Very easy to use curd maker
RMRDDMYPHJVVP,Excited to try it
R3T10OKWTH8OE8,Good product to settle hassle free yogurt
RMG3T7RJ48ZLD,Checking now
R3UFE6QT0QHH7G,Good Product at this Price
R3X13NSZ9R7V8,Good product
RDV1T7ZH0FK06,Good
RUQIUJ24RX540,Best yogurt maker at this price range
R3URL5J0TF2CFR,Overall Nice Product
R37JPC46NZUYM4,Must buy product
R1OQKLY9Q4GY95,Product is good to use.
R32GL6C68NHZHW,Tasty and Healthy juice
RROVBM9HC5VHW,Good
RYKSWQWZ75CWA,Good product
R1DIINFPSDUN2C,material
R2YE4LXQQUWF7F,Just got it
R1ZMYNJKIPID9R,it s very nice and easy to use
R21HYR2IZWHCTU,Good quality...go and purchase
RF3YHF01ASGWA,Good
R10AUP1PXSZ48T,Good quality
R2BF4IQECR3SFS,Good product
R1QSF7UGCDTRKX,Good
R3DE0HC1JNBC6C,Value for money @600
RLPLHEPRNO61J,Good
R3RFDGR8TPI8RK,Good suction power
RAKVMHE1HIAWS,enough for most cleaning
R993RWWGJ9AOK,Worth for the price given
RG1S054Z1LNM,Okayish
RXNSR6DWHY21T,Budget vacuum cleaner.
R2UAN2MTFP5KVM,Very nice product worth it
RVXBEXV3GDXD8,Best vacuum cleaner
R3NEQG8JV6357R,It's a really good worthy product
R88E54B144DD0,Nice product
R3FL7Q9VYK7FX,Product not Quality donot buy
R179TG3O7PDRPF,Wonderful product
R3Q8O6PFUVQU7A,Power Indicator is Missing
R8AM97GFJ0FQP,Excellent product
R1XSLD1GQ10QW7,Value for money product
R1AN77ZWAV7W2O,rod water heater
R1JOWRTOHMS9W3,15
R3EH3U82O1X3NA,Size of heater is small
RFZS8GTC3FBL5,good product
RPXUHUM30UTOQ,Power Cord is too short. How and where to use it? Do I spend further on Extension Board???
R1AI9WFQ3G1DHX,Not relatable product. No after sell service
RW7GLU8WKBE0M,Portable and efficient room heater
R8JGWFB8APIP2,Useful product
R2WSL4EHLPOXQ6,Best Blower for the office use
R1B73QMNM4YS1Q,Good product for room
R3573XWMBZ88LW,Yet to know the performance
RYNFBD6U8G0VG,Good
R2NLFJL73LNWXM,Hamara bajaj...
R1DOYFCE2U82WE,Battery isue
ROTYDHVA4QC9L,Good but PNG model is Made In China
R314WOWD2JI7BC,Value for money
RFMW7AV5SCYI4,Expansive
R17OEBPM77XXFS,Service and Installation
RDXQHIOFK1PKR,No entanglement
R3SVTCGHMIRBEU,Iron with freedom
R1IZIEXJ4GIYSS,Good Iron
RDUMYFY75NN95,Steam iron!
R2GX29CH20R2HN,Its wireless
R246JQ5OCCXV4C,Good
R3OUB0HZCUEZBL,Wonderful
R2ZYHN8QERPN3K,Light weight and very adjustable to ur family needs
RKYJMDLBEO56M,Good
R376767ZF0GAG9,Decent
R34R6IMCCGAV5E,Ok
R2JQ1CZWIUOSXX,Good product
R30SGGX9LU3IEW,Nice
RPP3YL70C1J1I,Good product
R2Y8Z95B7LQZHR,Not good as per price
RERXVOZZDMCMH,small & elegant hand mixer
R34GHCVBN6M7BX,Ok product
R3OA62LXAITW86,Worth buying product
R3YGN1PYLTA95,Must buyyyyy
R138ITHIJ8RJ6M,Good
R1KZ4GHZKT2TPA,Ease of use
R1SUUZASWMKX38,Ok
R1UZWXA61RMVAG,Very good
R1ITYM212PMU7Y,Grinding is fine but during grinding little barter leaked from the drum. Kindly suggest.
R3GAC6LEDQRXWV,Good one
RCD1ZRKX9XILR,but loud.
R1JOZFF0PN5PHU,The quality is good but damaged
R1HFQQWKU1B7T9,Not as expected
R3HPSXLWX2RSHO,DON'T BUY pegion products
R2ZFEFLH2H6BOJ,NO CUSTOMER SERVICE
RGRLYUCCNW475,Not that happy
R3V539LPWIH3CD,Undoughtable
R2XI5MDOB81641,Nice product
R22CGQQGZP9IJE,Value for money mixer
R1UL38ZEBW713N,Sound and blade
R3E3VUOM7IQWIG,A1
RZ2N6DQS7N3YW,AWESOME PRODUCT
R1M6LN7UHLOFD5,Room heater2900watt need separate power connection
RSFAK41WPQNGS,Not upto the mark.
RFTJVE897RMI1,Probably the best build in this category.
R5BPUDDXQP2LX,A good heater with some additional amazing features which make it a best buy
R1RNRZ1O5EQLX2,Not as expected
R2RPW3A6WAAR13,Nice product
R18A1K5678ELRR,Best for small Family
R3VBWUYTKOOUQ7,The Gyser warms up water very quickly but does not hold hot water for long
R320E1OP4NVG4E,It's good
R10EY3S2UI2CVF,Not up to the mark
R3TWPYZY4WV9SK,One day delivery and installation... excellent service
R2GYN2RG5YXY61,Waranty card not found
R2Y6MTG252PZ9P,
R1IM78YLKWJZ1B,Good
R2HOIOV2PZY6Y0,Useful item
R16YJN41HAWT0T,OVERALL NOT VERY BAD
R3V1KGX1M84MDL,Good quality
R1MJS2XFJ5XTYU,For the price ok.
R1QPQWXB4IZHD9,GOOD PRODUCT
ROZB42OM5ZUZC,Review
R17BVAUSS4GAE9,Good quality
R2O4T61G3PT1SL,Short cord and narrow mouth.
R3MTH1DRIEXJ4M,Overall its good product
R29A6Q7HZ6EA5U,Heater is Slow
R3TD9LHIZPOJZZ,Small but useful !
R2PFDWJXL0R5KK,Average product quality
R1FKF3ZE0DND0Q,Working Good
R3KUJV3XYVM4Z6,just missing temprature Controller.
RD8XDFHPQTF6M,Nice quality
R2JZWY45ZK4FS3,Good looking and tests patience
R29AV9WKFL78NP,Good
RWFBNIYQTMW4A,Easy to handling ..satisfied
R11CTFK86N4XV0,Good
R2KD2NV6SEZGHN,Good
R3DPGVFQ8PV47O,Quality product
RBQ1DML3XWOLI,Good Product
R1JRJHAW9JYVQ5,Nice
R3Q5M78JBLPTF5,Hanske taka product
R1OW9TWGTIS29M,Good quality
R2X2WOP22DNGDV,Super
R2M132CK318U3F,Worth for the money but the knob is slippery
R3SCT96D2225LJ,Good product
R368748X71CS6N,Good quality
R2986V8U04JEIG,Nothing
R167KSSEHI9SV,Worthy product
R2UI7KAL0FX21X,Good
RMAC0LO0EDHO9,Worth money
R1UZCDEE5WMPNY,Average
R35RTKDU6GUF5G,Morden geyser
R1WHY9P0NTWTUZ,very nice
R2Z12TXTO619EK,value for money
R38I9UZZJQWPZL,Value for money
R1S5FKLP0IY3KE,Voltage issue after geyser installation
R32Q73104YVTTE,Model looks nice but charged for connection pipes.
R2GZHWNGVMBJFG,Very nice
R3L27H7N1WH5BG,Efficient but little costly.
R200QONLM29B4B,Good product but disappointing after sales service
RSGSF2Y8TNWD0,After 30 days review
R2WCFFUYEJ2QLS,Good Product
RNJ6P4996W6TH,Expensive Installation
R21MEVVJ4JZS79,Good
R9RZUDWJS5AWT,Adequately quiet
R2UVKVQN13D4BP,Pack of two but only one compatible
ROIDOHU6ZPBY6,Using the product regularly
RVYETD2GBOPL1,Price is very high.
R35DGGWKAGGN7H,Very poor quality
R2NH2WT3ZLS63K,Good
R29HIGIR59F1T6,Good product but durability has come down over the period of time.
R2G5PWMPUJRZK5,Great quick delivery. New product
R3LMAD40N5XICA,and very reasonable cost
R3M6NH8U0C7JBM,It is broken
R32DO8SLNF2JSA,Could have been a bit better
R3U0NCD7XO2KX4,The first one was not working and the replacement was sent without box with a used piece
